question_text,expected_answer,bloom_label,complexity_score,technology
What is the difference between instance and local variables?,"Instance variables belong to objects, are initialized to default values, and exist until the object is garbage collected. Local variables belong to methods, must be initialized before use, and exist only during method execution.",APPLY,4.2,java
What is the default value of different data types in Java?,"Default values are: byte/short/int (0), long (0L), float (0.0f), double (0.0d), boolean (false), char ('\u0000'), and reference types (null). These apply to instance variables and array elements.",APPLY,4.2,java
What is method signature in Java?,"Method signature consists of the method name and parameter list (types and order). It doesn't include return type, access modifiers, or throws clause. Method signatures must be unique within a class for overloading.",REMEMBER,3.6,java
What is the difference between continue and break statements?,break terminates the current loop completely and transfers control to the statement after the loop. continue skips the current iteration and moves to the next iteration of the loop.,REMEMBER,2.3,java
What is the switch statement in Java?,"Switch statement provides multi-way branching based on the value of an expression. It supports byte, short, int, char, String, and enum types. Each case must end with break to prevent fall-through.",REMEMBER,1.8,java
What is the difference between while and do-while loops?,"while loop checks condition before execution and may not execute at all. do-while loop executes the body first, then checks condition, guaranteeing at least one execution.",REMEMBER,3.1,java
What is the enhanced for loop (for-each) in Java?,"Enhanced for loop simplifies iteration over arrays and collections. Syntax: for(Type element : collection). It's read-only, more readable, and eliminates index-related errors but doesn't provide access to the index.",REMEMBER,3.5,java
What is the difference between Array and ArrayList?,"Arrays have fixed size, can store primitives and objects, and provide direct memory access. ArrayList has dynamic size, stores only objects (using autoboxing for primitives), and provides additional methods like add(), remove().",REMEMBER,4.0,java
What is multidimensional array in Java?,Multidimensional arrays are arrays of arrays. Common types include 2D arrays (int[][]) representing matrices. They can be jagged (irregular) or rectangular. Declaration: int[][] arr = new int[rows][columns].,REMEMBER,2.9,java
What is the difference between length and length() in Java?,"length is a property of arrays that returns the number of elements. length() is a method of String class that returns the number of characters. Arrays use property, Strings use method.",APPLY,3.2,java
"What is the difference between public, protected, default, and private access modifiers?",public: accessible everywhere. protected: accessible within package and subclasses. default (package-private): accessible within package only. private: accessible within same class only. They control visibility and encapsulation.,REMEMBER,3.7,java
